frame,timestamp,count,avg,max,fps,sum_acc,max_acc,total_people,centers_x,centers_y
37,1763923155.3892639,0,0.23684210526315788,1,21.60400675784513,9.0,1.0,9,,
38,1763923155.4360611,0,0.23076923076923078,1,21.60400675784513,9.0,1.0,9,,
39,1763923155.4883747,2,0.275,2,21.60400675784513,11.0,1.0,11,,
40,1763923155.5270464,1,0.2926829268292683,2,21.60400675784513,12.0,1.0,12,,
41,1763923155.5831237,3,0.35714285714285715,3,21.23816516362937,15.0,1.0,15,,
42,1763923155.6268134,0,0.3488372093023256,3,21.23816516362937,15.0,1.0,15,,
43,1763923155.6740916,1,0.36363636363636365,3,21.23816516362937,16.0,1.0,16,,
44,1763923155.721473,2,0.4,3,21.23816516362937,18.0,1.0,18,,
45,1763923155.7657628,0,0.391304347826087,3,21.23816516362937,18.0,1.0,18,,
46,1763923155.8124468,0,0.3829787234042553,3,21.23816516362937,18.0,1.0,18,,
47,1763923155.8603218,0,0.375,3,21.23816516362937,18.0,1.0,18,,
48,1763923155.904993,0,0.3673469387755102,3,21.23816516362937,18.0,1.0,18,,
49,1763923155.9520288,1,0.38,3,21.23816516362937,19.0,1.0,19,,
50,1763923155.9980752,0,0.37254901960784315,3,21.23816516362937,19.0,1.0,19,,
51,1763923156.0479255,2,0.40384615384615385,3,21.23816516362937,21.0,1.0,21,,
52,1763923156.093056,1,0.41509433962264153,3,21.555064587157506,22.0,1.0,22,,
53,1763923156.1419258,1,0.42592592592592593,3,21.555064587157506,23.0,1.0,23,,
54,1763923156.1844525,0,0.41818181818181815,3,21.555064587157506,23.0,1.0,23,,
55,1763923156.2311711,0,0.4107142857142857,3,21.555064587157506,23.0,1.0,23,,
56,1763923156.277319,0,0.40350877192982454,3,21.555064587157506,23.0,1.0,23,,
57,1763923156.3224099,0,0.39655172413793105,3,21.555064587157506,23.0,1.0,23,,
58,1763923156.3702419,0,0.3898305084745763,3,21.555064587157506,23.0,1.0,23,,
59,1763923156.416229,0,0.38333333333333336,3,21.555064587157506,23.0,1.0,23,,
60,1763923156.464577,0,0.3770491803278688,3,21.555064587157506,23.0,1.0,23,,
61,1763923156.5077565,1,0.3870967741935484,3,21.555064587157506,24.0,1.0,24,,
62,1763923156.5562167,0,0.38095238095238093,3,21.555064587157506,24.0,1.0,24,,
63,1763923156.6113484,0,0.375,3,21.26383980502877,24.0,1.0,24,,
64,1763923156.6522954,1,0.38461538461538464,3,21.26383980502877,25.0,1.0,25,,
65,1763923156.6985636,1,0.3939393939393939,3,21.26383980502877,26.0,1.0,26,,
66,1763923156.7444096,0,0.3880597014925373,3,21.26383980502877,26.0,1.0,26,,
67,1763923156.792066,3,0.4264705882352941,3,21.26383980502877,29.0,1.0,29,,
68,1763923156.8412216,1,0.43478260869565216,3,21.26383980502877,30.0,1.0,30,,
69,1763923156.8829894,2,0.45714285714285713,3,21.26383980502877,32.0,1.0,32,,
70,1763923156.9308746,0,0.4507042253521127,3,21.26383980502877,32.0,1.0,32,,
71,1763923156.9757574,0,0.4444444444444444,3,21.26383980502877,32.0,1.0,32,,
72,1763923157.0229738,0,0.4383561643835616,3,21.26383980502877,32.0,1.0,32,,
73,1763923157.069494,0,0.43243243243243246,3,21.26383980502877,32.0,1.0,32,,
74,1763923157.1173403,1,0.44,3,21.72596397445098,33.0,1.0,33,,
75,1763923157.1660407,1,0.4473684210526316,3,21.72596397445098,34.0,1.0,34,,
76,1763923157.212932,2,0.4675324675324675,3,21.72596397445098,36.0,1.0,36,,
77,1763923157.2583182,2,0.48717948717948717,3,21.72596397445098,38.0,1.0,38,,
78,1763923157.303295,1,0.4936708860759494,3,21.72596397445098,39.0,1.0,39,,
79,1763923157.3494174,2,0.5125,3,21.72596397445098,41.0,1.0,41,,
80,1763923157.3976233,2,0.5308641975308642,3,21.72596397445098,43.0,1.0,43,,
81,1763923157.4456656,2,0.5487804878048781,3,21.72596397445098,45.0,1.0,45,,
82,1763923157.5010712,3,0.5783132530120482,3,21.72596397445098,48.0,1.0,48,,
83,1763923157.5428631,3,0.6071428571428571,3,21.72596397445098,51.0,1.0,51,,
84,1763923157.5861456,4,0.6470588235294118,4,21.72596397445098,55.0,2.0,55,,
85,1763923157.634371,4,0.686046511627907,4,21.243709860706176,59.0,2.0,59,,
86,1763923157.6811304,4,0.7241379310344828,4,21.243709860706176,63.0,3.0,63,,
87,1763923157.7267632,4,0.7613636363636364,4,21.243709860706176,67.0,3.0,67,,
88,1763923157.7724786,2,0.7752808988764045,4,21.243709860706176,69.0,3.0,69,,
89,1763923157.8177626,2,0.7888888888888889,4,21.243709860706176,71.0,3.0,71,,
90,1763923157.863112,3,0.8131868131868132,4,21.243709860706176,74.0,3.0,74,,
91,1763923157.9109674,3,0.8369565217391305,4,21.243709860706176,77.0,3.0,77,,
92,1763923157.9622324,3,0.8602150537634409,4,21.243709860706176,80.0,3.0,80,,
93,1763923158.004709,3,0.8829787234042553,4,21.243709860706176,83.0,3.0,83,,
94,1763923158.0505679,3,0.9052631578947369,4,21.243709860706176,86.0,3.0,86,,
95,1763923158.0982912,3,0.9270833333333334,4,21.243709860706176,89.0,3.0,89,,
96,1763923158.144671,3,0.9484536082474226,4,21.551379456438625,92.0,3.0,92,,
97,1763923158.19052,3,0.9693877551020408,4,21.551379456438625,95.0,3.0,95,,
98,1763923158.2368639,3,0.98989898989899,4,21.551379456438625,98.0,3.0,98,,
99,1763923158.2840314,3,1.01,4,21.551379456438625,101.0,3.0,101,,
100,1763923158.3305037,3,1.0297029702970297,4,21.551379456438625,104.0,3.0,104,,
101,1763923158.377096,3,1.0490196078431373,4,21.551379456438625,107.0,3.0,107,,
102,1763923158.4230864,3,1.0679611650485437,4,21.551379456438625,110.0,3.0,110,,
103,1763923158.474529,3,1.0865384615384615,4,21.551379456438625,113.0,3.0,113,,
104,1763923158.5261395,3,1.1047619047619048,4,21.551379456438625,116.0,3.0,116,,
105,1763923158.581774,3,1.1226415094339623,4,21.551379456438625,119.0,3.0,119,,
106,1763923158.628584,3,1.1401869158878504,4,21.551379456438625,122.0,3.0,122,,
107,1763923158.676319,3,1.1574074074074074,4,20.688139507249563,125.0,3.0,125,,
108,1763923158.7196178,3,1.1743119266055047,4,20.688139507249563,128.0,3.0,128,,
109,1763923158.7657769,3,1.190909090909091,4,20.688139507249563,131.0,3.0,131,,
110,1763923158.8134155,3,1.2072072072072073,4,20.688139507249563,134.0,3.0,134,,
111,1763923158.8604171,3,1.2232142857142858,4,20.688139507249563,137.0,3.0,137,,
112,1763923158.9088714,4,1.247787610619469,4,20.688139507249563,141.0,3.0,141,,
113,1763923158.9555788,4,1.2719298245614035,4,20.688139507249563,145.0,3.0,145,,
114,1763923159.0025513,5,1.3043478260869565,5,20.688139507249563,150.0,3.0,150,,
115,1763923159.0457494,4,1.3275862068965518,5,20.688139507249563,154.0,3.0,154,,
116,1763923159.0918593,4,1.3504273504273505,5,20.688139507249563,158.0,3.0,158,,
117,1763923159.140139,4,1.3728813559322033,5,20.688139507249563,162.0,3.0,162,,
118,1763923159.1856015,4,1.3949579831932772,5,21.60599982672995,166.0,3.0,166,,
119,1763923159.2321832,4,1.4166666666666667,5,21.60599982672995,170.0,3.0,170,,
120,1763923159.2866733,4,1.43801652892562,5,21.60599982672995,174.0,3.0,174,,
121,1763923159.3401182,4,1.459016393442623,5,21.60599982672995,178.0,3.0,178,,
122,1763923159.3855793,4,1.4796747967479675,5,21.60599982672995,182.0,3.0,182,,
123,1763923159.4323237,4,1.5,5,21.60599982672995,186.0,3.0,186,,
124,1763923159.480914,3,1.512,5,21.60599982672995,189.0,3.0,189,,
125,1763923159.5259247,4,1.5317460317460319,5,21.60599982672995,193.0,3.0,193,,
126,1763923159.5757391,4,1.5511811023622046,5,21.60599982672995,197.0,3.0,197,,
127,1763923159.61946,4,1.5703125,5,21.60599982672995,201.0,3.0,201,,
128,1763923159.6705978,4,1.5891472868217054,5,21.60599982672995,205.0,3.0,205,,
129,1763923159.7117178,4,1.6076923076923078,5,20.89741964968763,209.0,3.0,209,,
130,1763923159.7590673,4,1.6259541984732824,5,20.89741964968763,213.0,3.0,213,,
131,1763923159.8044713,3,1.6363636363636365,5,20.89741964968763,216.0,3.0,216,,
132,1763923159.8529058,4,1.6541353383458646,5,20.89741964968763,220.0,3.0,220,,
133,1763923159.899246,4,1.671641791044776,5,20.89741964968763,224.0,3.0,224,,
134,1763923159.943889,4,1.6888888888888889,5,20.89741964968763,228.0,3.0,228,,
135,1763923159.988801,4,1.7058823529411764,5,20.89741964968763,232.0,3.0,232,,
136,1763923160.0386527,4,1.7226277372262773,5,20.89741964968763,236.0,3.0,236,,
137,1763923160.0870676,4,1.7391304347826086,5,20.89741964968763,240.0,3.0,240,,
138,1763923160.1348894,4,1.7553956834532374,5,20.89741964968763,244.0,3.0,244,,
139,1763923160.1752338,4,1.7714285714285714,5,20.89741964968763,248.0,3.0,248,,
140,1763923160.220291,4,1.7872340425531914,5,21.63963385920577,252.0,3.0,252,,
141,1763923160.2677598,4,1.8028169014084507,5,21.63963385920577,256.0,3.0,256,,
142,1763923160.314956,4,1.8181818181818181,5,21.63963385920577,260.0,3.0,260,,
143,1763923160.3639798,4,1.8333333333333333,5,21.63963385920577,264.0,3.0,264,,
144,1763923160.411597,4,1.8482758620689654,5,21.63963385920577,268.0,3.0,268,,
145,1763923160.456667,4,1.8630136986301369,5,21.63963385920577,272.0,3.0,272,,
146,1763923160.503414,4,1.8775510204081634,5,21.63963385920577,276.0,3.0,276,,
147,1763923160.5509477,4,1.8918918918918919,5,21.63963385920577,280.0,3.0,280,,
148,1763923160.6004243,4,1.9060402684563758,5,21.63963385920577,284.0,3.0,284,,
149,1763923160.6419513,4,1.92,5,21.63963385920577,288.0,3.0,288,,
150,1763923160.6932008,4,1.9337748344370862,5,21.63963385920577,292.0,3.0,292,,
151,1763923160.7334762,4,1.9473684210526316,5,21.433419942218418,296.0,3.0,296,,
152,1763923160.7799306,3,1.9542483660130718,5,21.433419942218418,299.0,3.0,299,,
153,1763923160.826215,3,1.9610389610389611,5,21.433419942218418,302.0,3.0,302,,
154,1763923160.874227,3,1.967741935483871,5,21.433419942218418,305.0,3.0,305,,
155,1763923160.9211566,4,1.9807692307692308,5,21.433419942218418,309.0,3.0,309,,
156,1763923160.9617803,4,1.9936305732484076,5,21.433419942218418,313.0,3.0,313,,
157,1763923161.0016103,4,2.0063291139240507,5,21.433419942218418,317.0,3.0,317,,
158,1763923161.0451229,4,2.018867924528302,5,21.433419942218418,321.0,3.0,321,,
159,1763923161.0940347,4,2.03125,5,21.433419942218418,325.0,3.0,325,,
160,1763923161.1361098,4,2.0434782608695654,5,21.433419942218418,329.0,3.0,329,,
161,1763923161.1838286,4,2.0555555555555554,5,21.433419942218418,333.0,3.0,333,,
162,1763923161.228557,4,2.067484662576687,5,21.433419942218418,337.0,3.0,337,,
163,1763923161.278132,4,2.0792682926829267,5,22.065412841623484,341.0,3.0,341,,
164,1763923161.324505,4,2.090909090909091,5,22.065412841623484,345.0,3.0,345,,
165,1763923161.3708892,4,2.102409638554217,5,22.065412841623484,349.0,3.0,349,,
166,1763923161.4249406,4,2.1137724550898205,5,22.065412841623484,353.0,3.0,353,,
167,1763923161.4784553,4,2.125,5,22.065412841623484,357.0,3.0,357,,
168,1763923161.5269217,4,2.136094674556213,5,22.065412841623484,361.0,3.0,361,,
169,1763923161.5750344,3,2.1411764705882352,5,22.065412841623484,364.0,3.0,364,,
170,1763923161.6188447,4,2.152046783625731,5,22.065412841623484,368.0,3.0,368,,
171,1763923161.666195,4,2.1627906976744184,5,22.065412841623484,372.0,4.0,372,,
172,1763923161.7127926,4,2.1734104046242773,5,22.065412841623484,376.0,5.0,376,,
173,1763923161.7584953,4,2.1839080459770117,5,22.065412841623484,380.0,5.0,380,,
174,1763923161.805435,4,2.1942857142857144,5,20.82170781229057,384.0,5.0,384,,
175,1763923161.8513188,4,2.2045454545454546,5,20.82170781229057,388.0,5.0,388,,
176,1763923161.898064,4,2.214689265536723,5,20.82170781229057,392.0,6.0,392,,
177,1763923161.9451983,4,2.2247191011235956,5,20.82170781229057,396.0,6.0,396,,
178,1763923161.9904993,3,2.2290502793296088,5,20.82170781229057,399.0,6.0,399,,
179,1763923162.0380156,3,2.2333333333333334,5,20.82170781229057,402.0,6.0,402,,
180,1763923162.0839906,4,2.2430939226519335,5,20.82170781229057,406.0,6.0,406,,
181,1763923162.129338,3,2.2472527472527473,5,20.82170781229057,409.0,6.0,409,,
182,1763923162.1770124,3,2.251366120218579,5,20.82170781229057,412.0,6.0,412,,
183,1763923162.223171,3,2.255434782608696,5,20.82170781229057,415.0,6.0,415,,
184,1763923162.2713,3,2.2594594594594595,5,20.82170781229057,418.0,6.0,418,,
185,1763923162.3178265,3,2.263440860215054,5,21.471983126722243,421.0,6.0,421,,
186,1763923162.3625224,3,2.267379679144385,5,21.471983126722243,424.0,6.0,424,,
187,1763923162.4076786,3,2.271276595744681,5,21.471983126722243,427.0,6.0,427,,
188,1763923162.4550176,3,2.2751322751322753,5,21.471983126722243,430.0,6.0,430,,
189,1763923162.5051513,3,2.278947368421053,5,21.471983126722243,433.0,6.0,433,,
190,1763923162.5492551,3,2.282722513089005,5,21.471983126722243,436.0,6.0,436,,
191,1763923162.5971148,3,2.2864583333333335,5,21.471983126722243,439.0,6.0,439,,
192,1763923162.6435041,3,2.290155440414508,5,21.471983126722243,442.0,6.0,442,,
193,1763923162.6890495,3,2.2938144329896906,5,21.471983126722243,445.0,6.0,445,,
194,1763923162.7377203,3,2.2974358974358973,5,21.471983126722243,448.0,6.0,448,,
195,1763923162.7834663,3,2.3010204081632653,5,21.471983126722243,451.0,6.0,451,,
196,1763923162.8304949,3,2.3045685279187818,5,21.447209354756986,454.0,6.0,454,,
197,1763923162.8750677,3,2.308080808080808,5,21.447209354756986,457.0,6.0,457,,
198,1763923162.9227185,3,2.3115577889447234,5,21.447209354756986,460.0,7.0,460,,
199,1763923162.9684849,3,2.315,5,21.447209354756986,463.0,7.0,463,,
200,1763923163.0162435,3,2.318407960199005,5,21.447209354756986,466.0,7.0,466,,
201,1763923163.0612748,3,2.3217821782178216,5,21.447209354756986,469.0,7.0,469,,
202,1763923163.1087143,3,2.3251231527093594,5,21.447209354756986,472.0,7.0,472,,
203,1763923163.153322,3,2.3284313725490198,5,21.447209354756986,475.0,8.0,475,,
204,1763923163.201945,3,2.3317073170731706,5,21.447209354756986,478.0,8.0,478,,
205,1763923163.2490811,3,2.3349514563106797,5,21.447209354756986,481.0,8.0,481,,
206,1763923163.2938316,3,2.3381642512077296,5,21.447209354756986,484.0,8.0,484,,
207,1763923163.3416314,3,2.3413461538461537,5,21.524423742983398,487.0,8.0,487,,
208,1763923163.3883488,3,2.3444976076555024,5,21.524423742983398,490.0,8.0,490,,
209,1763923163.4368308,3,2.3476190476190477,5,21.524423742983398,493.0,8.0,493,,
210,1763923163.4809368,3,2.3507109004739335,5,21.524423742983398,496.0,8.0,496,,
211,1763923163.528756,3,2.3537735849056602,5,21.524423742983398,499.0,9.0,499,,
212,1763923163.5751512,3,2.356807511737089,5,21.524423742983398,502.0,9.0,502,,
213,1763923163.619413,3,2.3598130841121496,5,21.524423742983398,505.0,9.0,505,,
214,1763923163.666482,3,2.3627906976744186,5,21.524423742983398,508.0,9.0,508,,
215,1763923163.7131152,3,2.365740740740741,5,21.524423742983398,511.0,9.0,511,,
216,1763923163.7610548,3,2.3686635944700463,5,21.524423742983398,514.0,9.0,514,,
217,1763923163.805747,3,2.371559633027523,5,21.524423742983398,517.0,9.0,517,,
218,1763923163.8502593,3,2.374429223744292,5,21.634083473731643,520.0,9.0,520,,
219,1763923163.8955522,3,2.3772727272727274,5,21.634083473731643,523.0,9.0,523,,
220,1763923163.9413846,3,2.3800904977375565,5,21.634083473731643,526.0,9.0,526,,
221,1763923163.9880152,3,2.3828828828828827,5,21.634083473731643,529.0,9.0,529,,
222,1763923164.0348012,3,2.3856502242152464,5,21.634083473731643,532.0,9.0,532,,
223,1763923164.080752,3,2.388392857142857,5,21.634083473731643,535.0,9.0,535,,
224,1763923164.1277735,3,2.391111111111111,5,21.634083473731643,538.0,9.0,538,,
225,1763923164.17368,3,2.393805309734513,5,21.634083473731643,541.0,9.0,541,,
226,1763923164.2203434,3,2.39647577092511,5,21.634083473731643,544.0,9.0,544,,
227,1763923164.266948,3,2.3991228070175437,5,21.634083473731643,547.0,9.0,547,,
228,1763923164.31257,3,2.4017467248908297,5,21.634083473731643,550.0,9.0,550,,
229,1763923164.3600965,3,2.4043478260869566,5,21.58259184707381,553.0,9.0,553,,
230,1763923164.4033396,3,2.406926406926407,5,21.58259184707381,556.0,9.0,556,,
231,1763923164.450559,3,2.4094827586206895,5,21.58259184707381,559.0,9.0,559,,
232,1763923164.5002034,3,2.412017167381974,5,21.58259184707381,562.0,9.0,562,,
233,1763923164.5467105,3,2.4145299145299144,5,21.58259184707381,565.0,9.0,565,,
234,1763923164.5941696,3,2.4170212765957446,5,21.58259184707381,568.0,9.0,568,,
235,1763923164.6404135,3,2.419491525423729,5,21.58259184707381,571.0,9.0,571,,
236,1763923164.6873007,3,2.4219409282700424,5,21.58259184707381,574.0,9.0,574,,
237,1763923164.732394,3,2.4243697478991595,5,21.58259184707381,577.0,9.0,577,,
238,1763923164.780262,3,2.426778242677824,5,21.58259184707381,580.0,9.0,580,,
239,1763923164.8266716,3,2.4291666666666667,5,21.58259184707381,583.0,9.0,583,,
240,1763923164.8728862,4,2.4356846473029043,5,21.445295312766543,587.0,9.0,587,,
241,1763923164.9195602,4,2.4421487603305785,5,21.445295312766543,591.0,9.0,591,,
242,1763923164.9674184,3,2.4444444444444446,5,21.445295312766543,594.0,9.0,594,,
243,1763923165.0116146,3,2.44672131147541,5,21.445295312766543,597.0,9.0,597,,
244,1763923165.0568075,3,2.4489795918367347,5,21.445295312766543,600.0,9.0,600,,
245,1763923165.103219,3,2.451219512195122,5,21.445295312766543,603.0,9.0,603,,
246,1763923165.1490898,3,2.4534412955465585,5,21.445295312766543,606.0,9.0,606,,
247,1763923165.1960225,3,2.4556451612903225,5,21.445295312766543,609.0,9.0,609,,
248,1763923165.2424958,3,2.4578313253012047,5,21.445295312766543,612.0,9.0,612,,
249,1763923165.289706,3,2.46,5,21.445295312766543,615.0,9.0,615,,
250,1763923165.3347847,3,2.462151394422311,5,21.445295312766543,618.0,9.0,618,,
251,1763923165.3822157,3,2.4642857142857144,5,21.59808030978692,621.0,9.0,621,,
252,1763923165.4315114,3,2.466403162055336,5,21.59808030978692,624.0,9.0,624,,
253,1763923165.4752116,3,2.468503937007874,5,21.59808030978692,627.0,9.0,627,,
254,1763923165.5239477,3,2.4705882352941178,5,21.59808030978692,630.0,9.0,630,,
255,1763923165.5710244,4,2.4765625,5,21.59808030978692,634.0,9.0,634,,
256,1763923165.615076,3,2.4785992217898833,5,21.59808030978692,637.0,9.0,637,,
257,1763923165.662854,3,2.4806201550387597,5,21.59808030978692,640.0,9.0,640,,
258,1763923165.707886,3,2.4826254826254828,5,21.59808030978692,643.0,9.0,643,,
259,1763923165.7527988,3,2.4846153846153847,5,21.59808030978692,646.0,9.0,646,,
260,1763923165.8023915,3,2.4865900383141764,5,21.59808030978692,649.0,9.0,649,,
261,1763923165.846926,3,2.4885496183206106,5,21.59808030978692,652.0,9.0,652,,
262,1763923165.9003336,3,2.4904942965779466,5,21.237080032589333,655.0,9.0,655,,
263,1763923165.9400046,3,2.492424242424242,5,21.237080032589333,658.0,9.0,658,,
264,1763923165.9888809,3,2.4943396226415095,5,21.237080032589333,661.0,9.0,661,,
265,1763923166.0374575,3,2.4962406015037595,5,21.237080032589333,664.0,9.0,664,,
266,1763923166.082978,3,2.49812734082397,5,21.237080032589333,667.0,9.0,667,,
267,1763923166.1314101,3,2.5,5,21.237080032589333,670.0,9.0,670,,
268,1763923166.1777227,3,2.5018587360594795,5,21.237080032589333,673.0,9.0,673,,
269,1763923166.2224052,3,2.5037037037037035,5,21.237080032589333,676.0,9.0,676,,
270,1763923166.2714977,3,2.5055350553505535,5,21.237080032589333,679.0,9.0,679,,
271,1763923166.3179438,3,2.5073529411764706,5,21.237080032589333,682.0,9.0,682,,
272,1763923166.3668153,3,2.509157509157509,5,21.237080032589333,685.0,9.0,685,,
273,1763923166.4125173,3,2.510948905109489,5,21.46140585417498,688.0,9.0,688,,
274,1763923166.4636571,3,2.5127272727272727,5,21.46140585417498,691.0,9.0,691,,
275,1763923166.5091183,3,2.5144927536231885,5,21.46140585417498,694.0,9.0,694,,
276,1763923166.5543303,3,2.5162454873646207,5,21.46140585417498,697.0,9.0,697,,
277,1763923166.5985065,3,2.5179856115107913,5,21.46140585417498,700.0,9.0,700,,
278,1763923166.6483915,3,2.5197132616487457,5,21.46140585417498,703.0,9.0,703,,
279,1763923166.6971395,3,2.5214285714285714,5,21.46140585417498,706.0,9.0,706,,
280,1763923166.7402644,3,2.5231316725978647,5,21.46140585417498,709.0,9.0,709,,
281,1763923166.7858424,3,2.524822695035461,5,21.46140585417498,712.0,9.0,712,,
282,1763923166.8329442,3,2.5265017667844525,5,21.46140585417498,715.0,9.0,715,,
283,1763923166.8834655,3,2.528169014084507,5,21.46140585417498,718.0,9.0,718,,
284,1763923166.9251084,3,2.5298245614035086,5,21.463372697520683,721.0,9.0,721,,
285,1763923166.973228,4,2.534965034965035,5,21.463372697520683,725.0,9.0,725,,
286,1763923167.0186818,4,2.5400696864111496,5,21.463372697520683,729.0,9.0,729,,
287,1763923167.0642133,4,2.545138888888889,5,21.463372697520683,733.0,9.0,733,,
288,1763923167.1108928,4,2.550173010380623,5,21.463372697520683,737.0,9.0,737,,
289,1763923167.1574667,4,2.5551724137931036,5,21.463372697520683,741.0,9.0,741,,
290,1763923167.2045858,4,2.5601374570446733,5,21.463372697520683,745.0,9.0,745,,
291,1763923167.2501292,3,2.5616438356164384,5,21.463372697520683,748.0,9.0,748,,
292,1763923167.3013687,3,2.5631399317406145,5,21.463372697520683,751.0,9.0,751,,
293,1763923167.3450668,3,2.564625850340136,5,21.463372697520683,754.0,9.0,754,,
294,1763923167.394383,3,2.5661016949152544,5,21.463372697520683,757.0,9.0,757,,
295,1763923167.4382882,3,2.5675675675675675,5,21.426651291594315,760.0,9.0,760,,
296,1763923167.4887645,3,2.569023569023569,5,21.426651291594315,763.0,9.0,763,,
297,1763923167.53054,3,2.5704697986577183,5,21.426651291594315,766.0,9.0,766,,
298,1763923167.57695,3,2.57190635451505,5,21.426651291594315,769.0,9.0,769,,
299,1763923167.626198,3,2.5733333333333333,5,21.426651291594315,772.0,9.0,772,,
300,1763923167.67315,3,2.574750830564784,5,21.426651291594315,775.0,9.0,775,,
301,1763923167.7172165,3,2.576158940397351,5,21.426651291594315,778.0,9.0,778,,
302,1763923167.7649298,3,2.5775577557755778,5,21.426651291594315,781.0,9.0,781,,
303,1763923167.8109553,4,2.5822368421052633,5,21.426651291594315,785.0,9.0,785,,
304,1763923167.8551912,4,2.586885245901639,5,21.426651291594315,789.0,9.0,789,,
305,1763923167.9102213,4,2.5915032679738563,5,21.426651291594315,793.0,9.0,793,,
306,1763923167.965219,3,2.592833876221498,5,20.886426798457013,796.0,9.0,796,,
307,1763923168.0100698,3,2.594155844155844,5,20.886426798457013,799.0,9.0,799,,
308,1763923168.055905,3,2.5954692556634305,5,20.886426798457013,802.0,9.0,802,,
309,1763923168.1019368,3,2.596774193548387,5,20.886426798457013,805.0,9.0,805,,
310,1763923168.1502702,3,2.598070739549839,5,20.886426798457013,808.0,9.0,808,,
311,1763923168.1973078,3,2.5993589743589745,5,20.886426798457013,811.0,9.0,811,,
312,1763923168.2453814,3,2.6006389776357826,5,20.886426798457013,814.0,9.0,814,,
313,1763923168.2947514,3,2.6019108280254777,5,20.886426798457013,817.0,9.0,817,,
314,1763923168.3378623,3,2.6031746031746033,5,20.886426798457013,820.0,9.0,820,,
315,1763923168.3846397,3,2.6044303797468356,5,20.886426798457013,823.0,9.0,823,,
316,1763923168.430146,3,2.6056782334384856,5,20.886426798457013,826.0,9.0,826,,
317,1763923168.4750113,3,2.606918238993711,5,21.5533024138846,829.0,9.0,829,,
318,1763923168.5217435,3,2.6081504702194356,5,21.5533024138846,832.0,9.0,832,,
319,1763923168.5689309,3,2.609375,5,21.5533024138846,835.0,9.0,835,,
320,1763923168.6169834,3,2.6105919003115265,5,21.5533024138846,838.0,9.0,838,,
321,1763923168.665091,3,2.611801242236025,5,21.5533024138846,841.0,9.0,841,,
